ticket_id,created_date,priority,ticket_type,category,assigned_team,status,user_satisfaction,resolution_time_hours,resolved_date,sla_breached
TCKT-00616,2025-07-12 12:00:00,Medium,Request,B2B App,L2,Resolved,2,36,2025-07-14 00:00:00,False
TCKT-00345,2025-07-13 06:00:00,Low,Request,Sales Tool,L1,In Progress,4,5,,False
TCKT-01053,2025-07-13 12:00:00,High,Request,Reporting,L1,Closed,5,25,2025-07-14 13:00:00,False
TCKT-00052,2025-07-13 18:00:00,Low,Incident,CRM,L3,Open,3,6,,False
TCKT-00432,2025-07-13 18:00:00,Low,Incident,Access Management,L1,Closed,1,5,2025-07-13 23:00:00,False
TCKT-00046,2025-07-14 00:00:00,Low,Incident,CRM,L2,Resolved,4,22,2025-07-14 22:00:00,False
TCKT-00835,2025-07-14 00:00:00,Medium,Incident,CRM,L3,Resolved,5,18,2025-07-14 18:00:00,False
TCKT-01183,2025-07-14 06:00:00,Critical,Incident,CRM,L2,Closed,1,33,2025-07-15 15:00:00,False
TCKT-01022,2025-07-14 06:00:00,Medium,Request,Access Management,L1,Resolved,3,28,2025-07-15 10:00:00,False
TCKT-00943,2025-07-14 12:00:00,Low,Incident,Access Management,L1,Resolved,1,20,2025-07-15 08:00:00,False
TCKT-00101,2025-07-14 18:00:00,Medium,Incident,B2B App,L1,Resolved,3,38,2025-07-16 08:00:00,False
TCKT-00560,2025-07-15 18:00:00,Medium,Request,Sales Tool,L2,In Progress,3,8,,False
TCKT-00834,2025-07-16 00:00:00,High,Incident,CRM,L1,Resolved,5,45,2025-07-17 21:00:00,False
TCKT-00300,2025-07-16 00:00:00,Low,Incident,B2B App,L3,In Progress,5,24,,False
TCKT-00678,2025-07-16 00:00:00,Medium,Incident,B2B App,L1,Closed,2,26,2025-07-17 02:00:00,False
TCKT-00378,2025-07-17 06:00:00,Medium,Incident,Access Management,L1,Closed,2,36,2025-07-18 18:00:00,False
TCKT-00364,2025-07-17 12:00:00,Low,Request,Reporting,L3,Resolved,2,13,2025-07-18 01:00:00,False
TCKT-00075,2025-07-17 18:00:00,Critical,Incident,Sales Tool,L1,Closed,1,79,2025-07-21 01:00:00,True
TCKT-00410,2025-07-17 18:00:00,Medium,Request,Reporting,L2,Closed,3,12,2025-07-18 06:00:00,False
TCKT-00713,2025-07-18 06:00:00,Medium,Incident,Access Management,L1,Resolved,2,19,2025-07-19 01:00:00,False
TCKT-01127,2025-07-18 06:00:00,High,Incident,Reporting,L3,Closed,2,14,2025-07-18 20:00:00,False
TCKT-00911,2025-07-18 06:00:00,High,Request,Access Management,L2,Closed,5,56,2025-07-20 14:00:00,False
TCKT-00508,2025-07-18 12:00:00,Medium,Request,B2B App,L2,In Progress,3,41,,False
TCKT-00119,2025-07-18 12:00:00,High,Request,B2B App,L1,Resolved,4,18,2025-07-19 06:00:00,False
TCKT-00605,2025-07-18 12:00:00,Medium,Request,CRM,L2,Open,2,24,,False
TCKT-00143,2025-07-18 18:00:00,Low,Request,Sales Tool,L3,Resolved,5,13,2025-07-19 07:00:00,False
TCKT-00674,2025-07-19 00:00:00,Critical,Incident,B2B App,L3,Resolved,2,79,2025-07-22 07:00:00,True
TCKT-00661,2025-07-19 06:00:00,Medium,Incident,Sales Tool,L1,Closed,5,30,2025-07-20 12:00:00,False
TCKT-00258,2025-07-19 06:00:00,Medium,Incident,B2B App,L1,Resolved,4,37,2025-07-20 19:00:00,False
TCKT-00592,2025-07-19 06:00:00,Medium,Incident,Reporting,L1,Closed,1,23,2025-07-20 05:00:00,False
TCKT-00848,2025-07-19 06:00:00,High,Incident,Access Management,L1,Closed,2,39,2025-07-20 21:00:00,False
TCKT-01021,2025-07-19 18:00:00,High,Incident,Reporting,L3,Open,5,59,,False
TCKT-00862,2025-07-19 18:00:00,High,Incident,Reporting,L1,Closed,5,49,2025-07-21 19:00:00,False
TCKT-00239,2025-07-20 00:00:00,Low,Incident,B2B App,L1,Closed,5,17,2025-07-20 17:00:00,False
TCKT-00403,2025-07-20 06:00:00,High,Incident,Reporting,L1,Resolved,3,23,2025-07-21 05:00:00,False
TCKT-00370,2025-07-20 06:00:00,Medium,Incident,CRM,L1,Resolved,2,15,2025-07-20 21:00:00,False
TCKT-00726,2025-07-20 18:00:00,Low,Request,Reporting,L3,Resolved,3,5,2025-07-20 23:00:00,False
TCKT-00107,2025-07-21 00:00:00,Low,Request,Reporting,L1,Resolved,2,8,2025-07-21 08:00:00,False
TCKT-01070,2025-07-21 00:00:00,Medium,Incident,B2B App,L3,Resolved,1,22,2025-07-21 22:00:00,False
TCKT-01096,2025-07-21 00:00:00,Critical,Request,Access Management,L2,Resolved,2,64,2025-07-23 16:00:00,True
TCKT-00748,2025-07-21 06:00:00,High,Incident,Access Management,L3,Closed,4,29,2025-07-22 11:00:00,False
TCKT-00015,2025-07-21 06:00:00,High,Incident,Reporting,L2,Resolved,2,66,2025-07-24 00:00:00,False
TCKT-00895,2025-07-21 06:00:00,Low,Incident,B2B App,L3,Resolved,2,7,2025-07-21 13:00:00,False
TCKT-00659,2025-07-21 06:00:00,High,Request,Access Management,L1,Resolved,4,46,2025-07-23 04:00:00,False
TCKT-01134,2025-07-21 12:00:00,Medium,Request,Sales Tool,L1,Closed,5,16,2025-07-22 04:00:00,False
TCKT-00757,2025-07-22 18:00:00,Medium,Request,Reporting,L2,Resolved,3,16,2025-07-23 10:00:00,False
TCKT-01041,2025-07-23 06:00:00,Low,Incident,Reporting,L1,Resolved,5,11,2025-07-23 17:00:00,False
TCKT-00944,2025-07-23 06:00:00,Low,Request,Reporting,L1,Open,5,17,,False
TCKT-00547,2025-07-23 12:00:00,High,Incident,Reporting,L1,Closed,2,28,2025-07-24 16:00:00,False
TCKT-01061,2025-07-23 12:00:00,Medium,Request,Access Management,L2,Resolved,1,12,2025-07-24 00:00:00,False
TCKT-00897,2025-07-23 12:00:00,Medium,Incident,CRM,L1,In Progress,3,12,,False
TCKT-00919,2025-07-23 12:00:00,Medium,Incident,B2B App,L3,Resolved,4,48,2025-07-25 12:00:00,False
TCKT-00264,2025-07-23 18:00:00,Medium,Incident,Access Management,L1,Resolved,5,26,2025-07-24 20:00:00,False
TCKT-00067,2025-07-23 18:00:00,Medium,Incident,Sales Tool,L2,Resolved,5,35,2025-07-25 05:00:00,False
TCKT-00241,2025-07-23 18:00:00,Medium,Incident,Sales Tool,L1,Resolved,4,12,2025-07-24 06:00:00,False
TCKT-00217,2025-07-23 18:00:00,High,Request,CRM,L1,Open,4,20,,False
TCKT-01167,2025-07-24 00:00:00,Medium,Incident,Sales Tool,L1,Resolved,1,25,2025-07-25 01:00:00,False
TCKT-01125,2025-07-24 12:00:00,Low,Incident,Access Management,L2,Resolved,3,22,2025-07-25 10:00:00,False
TCKT-01116,2025-07-25 00:00:00,High,Incident,Sales Tool,L1,Resolved,4,60,2025-07-27 12:00:00,False
TCKT-00872,2025-07-25 00:00:00,Medium,Incident,Reporting,L1,Resolved,4,13,2025-07-25 13:00:00,False
TCKT-00235,2025-07-25 06:00:00,High,Request,CRM,L2,Resolved,3,58,2025-07-27 16:00:00,False
TCKT-00612,2025-07-25 12:00:00,Critical,Request,Reporting,L1,In Progress,1,30,,False
TCKT-00351,2025-07-25 12:00:00,Medium,Incident,B2B App,L3,Open,4,43,,False
TCKT-00783,2025-07-25 12:00:00,Low,Incident,CRM,L1,Closed,1,15,2025-07-26 03:00:00,False
TCKT-01049,2025-07-25 12:00:00,High,Request,Sales Tool,L2,Resolved,5,48,2025-07-27 12:00:00,False
TCKT-00538,2025-07-25 18:00:00,High,Incident,Reporting,L1,In Progress,2,21,,False
TCKT-00591,2025-07-25 18:00:00,Medium,Incident,Sales Tool,L3,Closed,5,31,2025-07-27 01:00:00,False
TCKT-00947,2025-07-26 00:00:00,Medium,Incident,Reporting,L1,Resolved,1,37,2025-07-27 13:00:00,False
TCKT-00439,2025-07-26 06:00:00,Low,Incident,B2B App,L1,Resolved,5,18,2025-07-27 00:00:00,False
TCKT-01196,2025-07-26 12:00:00,Low,Request,Access Management,L1,In Progress,4,8,,False
TCKT-00604,2025-07-26 12:00:00,High,Incident,Sales Tool,L2,Resolved,2,57,2025-07-28 21:00:00,False
TCKT-00929,2025-07-26 18:00:00,Critical,Incident,Reporting,L2,Resolved,2,72,2025-07-29 18:00:00,True
TCKT-00310,2025-07-26 18:00:00,Low,Request,Sales Tool,L3,Closed,2,23,2025-07-27 17:00:00,False
TCKT-00531,2025-07-27 00:00:00,Medium,Request,B2B App,L2,Closed,1,11,2025-07-27 11:00:00,False
TCKT-00722,2025-07-27 12:00:00,High,Incident,Reporting,L3,In Progress,5,72,,False
TCKT-01018,2025-07-27 12:00:00,High,Request,CRM,L1,Resolved,5,50,2025-07-29 14:00:00,False
TCKT-00360,2025-07-27 12:00:00,High,Incident,Sales Tool,L1,In Progress,2,34,,False
TCKT-00035,2025-07-27 18:00:00,Critical,Incident,Reporting,L2,Closed,4,48,2025-07-29 18:00:00,False
TCKT-01027,2025-07-28 00:00:00,Critical,Incident,Access Management,L1,In Progress,1,92,,True
TCKT-00323,2025-07-28 06:00:00,Low,Incident,CRM,L1,Closed,4,5,2025-07-28 11:00:00,False
TCKT-00810,2025-07-28 18:00:00,Low,Incident,Access Management,L1,Resolved,1,19,2025-07-29 13:00:00,False
TCKT-00171,2025-07-28 18:00:00,Critical,Incident,CRM,L1,Resolved,1,40,2025-07-30 10:00:00,False
TCKT-01098,2025-07-29 06:00:00,Critical,Request,Access Management,L1,Resolved,5,27,2025-07-30 09:00:00,False
TCKT-00334,2025-07-29 06:00:00,Critical,Request,Reporting,L2,Closed,5,48,2025-07-31 06:00:00,False
TCKT-00704,2025-07-29 06:00:00,Medium,Incident,Sales Tool,L1,Resolved,1,16,2025-07-29 22:00:00,False
TCKT-00039,2025-07-30 00:00:00,High,Incident,Sales Tool,L1,Resolved,2,57,2025-08-01 09:00:00,False
TCKT-00781,2025-07-30 12:00:00,Low,Incident,CRM,L1,Resolved,3,14,2025-07-31 02:00:00,False
TCKT-00906,2025-07-30 18:00:00,Medium,Request,Reporting,L1,Closed,3,47,2025-08-01 17:00:00,False
TCKT-00822,2025-07-31 00:00:00,High,Incident,B2B App,L3,Resolved,1,18,2025-07-31 18:00:00,False
TCKT-00804,2025-07-31 12:00:00,Critical,Incident,Sales Tool,L1,Closed,4,64,2025-08-03 04:00:00,True
TCKT-00688,2025-07-31 18:00:00,Low,Incident,Sales Tool,L1,Open,5,14,,False
TCKT-00985,2025-08-01 00:00:00,Low,Request,B2B App,L2,Closed,5,23,2025-08-01 23:00:00,False
TCKT-00430,2025-08-01 00:00:00,Medium,Request,Sales Tool,L2,In Progress,5,40,,False
TCKT-00852,2025-08-01 12:00:00,Low,Incident,Access Management,L1,Closed,5,15,2025-08-02 03:00:00,False
TCKT-00474,2025-08-01 12:00:00,Medium,Incident,B2B App,L1,Open,1,15,,False
TCKT-00416,2025-08-01 18:00:00,Medium,Request,CRM,L2,Resolved,1,11,2025-08-02 05:00:00,False
TCKT-00652,2025-08-02 00:00:00,Low,Incident,Access Management,L3,Open,2,18,,False
TCKT-00602,2025-08-02 00:00:00,Low,Incident,Sales Tool,L1,Resolved,3,8,2025-08-02 08:00:00,False
TCKT-01075,2025-08-02 06:00:00,Medium,Request,B2B App,L1,In Progress,5,22,,False
TCKT-00325,2025-08-02 06:00:00,Medium,Incident,Access Management,L2,Resolved,2,48,2025-08-04 06:00:00,False
TCKT-00296,2025-08-02 06:00:00,High,Incident,B2B App,L2,Resolved,1,70,2025-08-05 04:00:00,False
TCKT-00165,2025-08-02 12:00:00,Medium,Incident,Access Management,L2,Closed,5,29,2025-08-03 17:00:00,False
TCKT-00024,2025-08-03 00:00:00,High,Incident,B2B App,L2,In Progress,5,66,,False
TCKT-00662,2025-08-03 12:00:00,Medium,Request,B2B App,L1,Closed,3,35,2025-08-04 23:00:00,False
TCKT-00379,2025-08-04 00:00:00,Medium,Incident,CRM,L2,Closed,5,32,2025-08-05 08:00:00,False
TCKT-00002,2025-08-04 00:00:00,Medium,Incident,B2B App,L1,Closed,5,25,2025-08-05 01:00:00,False
TCKT-00124,2025-08-04 18:00:00,High,Incident,Access Management,L2,In Progress,4,53,,False
TCKT-00193,2025-08-04 18:00:00,Low,Incident,Access Management,L1,Resolved,4,18,2025-08-05 12:00:00,False
TCKT-00893,2025-08-05 00:00:00,Medium,Incident,CRM,L1,Resolved,4,33,2025-08-06 09:00:00,False
TCKT-01163,2025-08-05 06:00:00,Medium,Request,Access Management,L1,Open,3,8,,False
TCKT-00350,2025-08-05 12:00:00,Medium,Request,Access Management,L2,Open,1,20,,False
TCKT-00458,2025-08-05 12:00:00,Medium,Incident,Sales Tool,L1,Closed,4,11,2025-08-05 23:00:00,False
TCKT-00573,2025-08-06 00:00:00,High,Incident,B2B App,L3,Resolved,4,44,2025-08-07 20:00:00,False
TCKT-00118,2025-08-06 12:00:00,Low,Request,Access Management,L2,In Progress,1,21,,False
TCKT-00198,2025-08-06 18:00:00,Medium,Incident,B2B App,L3,In Progress,1,26,,False
TCKT-00914,2025-08-06 18:00:00,Low,Incident,CRM,L2,Open,3,23,,False
TCKT-00011,2025-08-06 18:00:00,High,Incident,Reporting,L1,Resolved,2,28,2025-08-07 22:00:00,False
TCKT-00459,2025-08-07 00:00:00,Medium,Incident,B2B App,L3,In Progress,5,29,,False
TCKT-00846,2025-08-07 00:00:00,Medium,Incident,B2B App,L3,Closed,2,37,2025-08-08 13:00:00,False
TCKT-00970,2025-08-07 18:00:00,Critical,Request,B2B App,L1,Resolved,3,68,2025-08-10 14:00:00,True
TCKT-00519,2025-08-07 18:00:00,Medium,Request,Access Management,L2,In Progress,3,11,,False
TCKT-00593,2025-08-08 00:00:00,High,Incident,B2B App,L1,Resolved,1,22,2025-08-08 22:00:00,False
TCKT-00776,2025-08-08 00:00:00,Medium,Incident,CRM,L2,Resolved,2,15,2025-08-08 15:00:00,False
TCKT-00346,2025-08-08 00:00:00,High,Incident,Access Management,L2,In Progress,1,68,,False
TCKT-00233,2025-08-08 06:00:00,Medium,Incident,CRM,L2,Resolved,1,34,2025-08-09 16:00:00,False
TCKT-00260,2025-08-08 12:00:00,Low,Incident,CRM,L2,Resolved,2,22,2025-08-09 10:00:00,False
TCKT-00073,2025-08-08 12:00:00,Medium,Incident,Sales Tool,L1,In Progress,5,25,,False
TCKT-00799,2025-08-09 00:00:00,Medium,Incident,Access Management,L1,In Progress,3,17,,False
TCKT-00207,2025-08-09 00:00:00,Low,Incident,Sales Tool,L2,Resolved,4,19,2025-08-09 19:00:00,False
TCKT-00631,2025-08-09 00:00:00,Medium,Incident,Sales Tool,L1,Resolved,1,8,2025-08-09 08:00:00,False
TCKT-00586,2025-08-09 12:00:00,Medium,Request,Sales Tool,L1,Resolved,1,15,2025-08-10 03:00:00,False
TCKT-00742,2025-08-09 12:00:00,Medium,Request,Sales Tool,L2,Resolved,2,10,2025-08-09 22:00:00,False
TCKT-01194,2025-08-09 12:00:00,High,Request,Sales Tool,L3,Closed,4,68,2025-08-12 08:00:00,False
TCKT-00178,2025-08-09 18:00:00,Medium,Request,Sales Tool,L2,Resolved,4,22,2025-08-10 16:00:00,False
TCKT-00348,2025-08-09 18:00:00,Low,Incident,Reporting,L2,In Progress,4,7,,False
TCKT-00476,2025-08-10 00:00:00,Low,Incident,B2B App,L2,In Progress,1,10,,False
TCKT-00550,2025-08-10 06:00:00,Low,Incident,Sales Tool,L1,Closed,4,22,2025-08-11 04:00:00,False
TCKT-00935,2025-08-10 18:00:00,Medium,Incident,Sales Tool,L2,Closed,1,31,2025-08-12 01:00:00,False
TCKT-00482,2025-08-11 12:00:00,Medium,Incident,CRM,L1,Resolved,3,23,2025-08-12 11:00:00,False
TCKT-00123,2025-08-11 18:00:00,High,Incident,CRM,L1,Open,5,41,,False
TCKT-00532,2025-08-12 12:00:00,High,Request,Sales Tool,L2,Open,2,51,,False
TCKT-00414,2025-08-12 18:00:00,Critical,Incident,CRM,L1,In Progress,4,91,,True
TCKT-00209,2025-08-13 00:00:00,Medium,Incident,Reporting,L3,Resolved,1,18,2025-08-13 18:00:00,False
TCKT-00375,2025-08-13 00:00:00,Low,Incident,Sales Tool,L2,Resolved,4,21,2025-08-13 21:00:00,False
TCKT-00048,2025-08-13 06:00:00,Critical,Request,Sales Tool,L2,Resolved,5,27,2025-08-14 09:00:00,False
TCKT-00829,2025-08-13 06:00:00,Low,Request,Access Management,L3,Resolved,1,18,2025-08-14 00:00:00,False
TCKT-00786,2025-08-13 12:00:00,Low,Incident,B2B App,L1,Resolved,5,24,2025-08-14 12:00:00,False
TCKT-00692,2025-08-13 18:00:00,Critical,Incident,Access Management,L3,Resolved,5,96,2025-08-17 18:00:00,True
TCKT-00690,2025-08-13 18:00:00,Low,Request,Reporting,L1,In Progress,1,13,,False
TCKT-00675,2025-08-13 18:00:00,Medium,Request,B2B App,L1,Open,1,38,,False
TCKT-00824,2025-08-14 06:00:00,Low,Incident,B2B App,L2,Closed,1,22,2025-08-15 04:00:00,False
TCKT-00311,2025-08-14 12:00:00,Medium,Incident,Reporting,L1,Resolved,1,17,2025-08-15 05:00:00,False
TCKT-01072,2025-08-15 00:00:00,High,Incident,Sales Tool,L1,Resolved,4,23,2025-08-15 23:00:00,False
TCKT-01118,2025-08-15 06:00:00,Medium,Incident,Sales Tool,L1,Open,3,30,,False
TCKT-00584,2025-08-16 00:00:00,High,Incident,Access Management,L2,Open,5,60,,False
TCKT-01047,2025-08-16 06:00:00,High,Incident,Reporting,L1,Resolved,2,54,2025-08-18 12:00:00,False
TCKT-00836,2025-08-16 12:00:00,Low,Incident,B2B App,L1,Resolved,1,6,2025-08-16 18:00:00,False
TCKT-00393,2025-08-16 18:00:00,Critical,Incident,B2B App,L1,Closed,2,38,2025-08-18 08:00:00,False
TCKT-00503,2025-08-17 00:00:00,Medium,Incident,Access Management,L1,Resolved,1,32,2025-08-18 08:00:00,False
TCKT-00232,2025-08-17 06:00:00,Low,Incident,CRM,L1,Resolved,3,21,2025-08-18 03:00:00,False
TCKT-01057,2025-08-17 12:00:00,Critical,Request,B2B App,L1,Resolved,5,57,2025-08-19 21:00:00,True
TCKT-00845,2025-08-18 06:00:00,Low,Incident,Access Management,L2,Resolved,3,20,2025-08-19 02:00:00,False
TCKT-00651,2025-08-18 12:00:00,Medium,Incident,CRM,L2,Closed,5,20,2025-08-19 08:00:00,False
TCKT-00745,2025-08-18 12:00:00,High,Incident,CRM,L1,Resolved,2,37,2025-08-20 01:00:00,False
TCKT-00792,2025-08-18 18:00:00,Medium,Incident,CRM,L1,Resolved,5,15,2025-08-19 09:00:00,False
TCKT-00447,2025-08-18 18:00:00,Medium,Incident,B2B App,L2,Resolved,3,43,2025-08-20 13:00:00,False
TCKT-00307,2025-08-19 00:00:00,Critical,Incident,CRM,L1,Resolved,2,50,2025-08-21 02:00:00,True
TCKT-01119,2025-08-19 06:00:00,High,Request,Access Management,L3,Resolved,3,45,2025-08-21 03:00:00,False
TCKT-00881,2025-08-19 12:00:00,Medium,Incident,Reporting,L1,Resolved,1,42,2025-08-21 06:00:00,False
TCKT-00583,2025-08-20 00:00:00,Medium,Request,Access Management,L1,Closed,1,33,2025-08-21 09:00:00,False
TCKT-01019,2025-08-20 00:00:00,High,Incident,B2B App,L1,Closed,4,16,2025-08-20 16:00:00,False
TCKT-00288,2025-08-20 18:00:00,Medium,Incident,Sales Tool,L1,Closed,3,36,2025-08-22 06:00:00,False
TCKT-00579,2025-08-21 00:00:00,Medium,Request,Reporting,L3,Closed,2,24,2025-08-22 00:00:00,False
TCKT-00539,2025-08-21 00:00:00,Medium,Request,Sales Tool,L1,Closed,1,41,2025-08-22 17:00:00,False
TCKT-00195,2025-08-21 00:00:00,Low,Incident,B2B App,L2,Resolved,5,23,2025-08-21 23:00:00,False
TCKT-00102,2025-08-21 06:00:00,Medium,Incident,Access Management,L1,Resolved,5,11,2025-08-21 17:00:00,False
TCKT-01103,2025-08-22 06:00:00,Medium,Request,Access Management,L3,Closed,3,13,2025-08-22 19:00:00,False
TCKT-00540,2025-08-22 06:00:00,Medium,Incident,Sales Tool,L1,Resolved,4,43,2025-08-24 01:00:00,False
TCKT-01071,2025-08-22 06:00:00,Medium,Incident,CRM,L3,Resolved,1,30,2025-08-23 12:00:00,False
TCKT-00489,2025-08-22 12:00:00,Low,Incident,Sales Tool,L2,In Progress,3,5,,False
TCKT-00951,2025-08-22 18:00:00,Medium,Request,Reporting,L1,In Progress,2,23,,False
TCKT-00352,2025-08-22 18:00:00,Medium,Incident,CRM,L1,Resolved,2,42,2025-08-24 12:00:00,False
TCKT-00958,2025-08-23 00:00:00,Low,Incident,Reporting,L1,Resolved,1,15,2025-08-23 15:00:00,False
TCKT-00968,2025-08-23 12:00:00,High,Incident,Reporting,L1,Closed,4,40,2025-08-25 04:00:00,False
TCKT-01155,2025-08-23 12:00:00,Low,Incident,Access Management,L1,Resolved,4,17,2025-08-24 05:00:00,False
TCKT-01074,2025-08-23 18:00:00,Critical,Incident,Sales Tool,L2,Resolved,5,67,2025-08-26 13:00:00,True
TCKT-01050,2025-08-24 18:00:00,Low,Request,Access Management,L1,Closed,3,13,2025-08-25 07:00:00,False
TCKT-00507,2025-08-25 06:00:00,Low,Request,Access Management,L1,In Progress,5,7,,False
TCKT-01017,2025-08-25 12:00:00,Low,Request,Sales Tool,L1,Closed,4,13,2025-08-26 01:00:00,False
TCKT-00801,2025-08-25 12:00:00,Critical,Incident,CRM,L1,Resolved,3,35,2025-08-26 23:00:00,False
TCKT-00481,2025-08-25 18:00:00,Medium,Incident,CRM,L1,Closed,5,21,2025-08-26 15:00:00,False
TCKT-00900,2025-08-25 18:00:00,Medium,Request,Access Management,L3,Open,2,8,,False
TCKT-00888,2025-08-26 12:00:00,Medium,Incident,B2B App,L1,Closed,5,39,2025-08-28 03:00:00,False
TCKT-00158,2025-08-26 18:00:00,Low,Incident,Reporting,L1,Resolved,5,6,2025-08-27 00:00:00,False
TCKT-00998,2025-08-26 18:00:00,Medium,Incident,CRM,L1,Resolved,5,14,2025-08-27 08:00:00,False
TCKT-00501,2025-08-27 06:00:00,Medium,Incident,Reporting,L1,Closed,5,48,2025-08-29 06:00:00,False
TCKT-00969,2025-08-27 12:00:00,Medium,Incident,B2B App,L1,Closed,5,29,2025-08-28 17:00:00,False
TCKT-00189,2025-08-27 12:00:00,Low,Request,CRM,L2,Closed,1,10,2025-08-27 22:00:00,False
TCKT-00248,2025-08-27 12:00:00,Medium,Incident,B2B App,L1,In Progress,2,20,,False
TCKT-00017,2025-08-27 18:00:00,Medium,Request,Access Management,L2,Closed,2,30,2025-08-29 00:00:00,False
TCKT-00050,2025-08-27 18:00:00,Medium,Request,CRM,L2,Resolved,2,34,2025-08-29 04:00:00,False
TCKT-00419,2025-08-28 00:00:00,Low,Incident,B2B App,L2,Resolved,2,12,2025-08-28 12:00:00,False
TCKT-00237,2025-08-28 00:00:00,Medium,Incident,Sales Tool,L3,Closed,5,40,2025-08-29 16:00:00,False
TCKT-01168,2025-08-28 00:00:00,Low,Request,CRM,L1,Resolved,2,23,2025-08-28 23:00:00,False
TCKT-00033,2025-08-28 06:00:00,Medium,Incident,CRM,L1,Resolved,3,15,2025-08-28 21:00:00,False
TCKT-00031,2025-08-28 06:00:00,Medium,Incident,Sales Tool,L2,Closed,3,9,2025-08-28 15:00:00,False
TCKT-00926,2025-08-28 06:00:00,Medium,Request,Access Management,L2,Resolved,2,21,2025-08-29 03:00:00,False
TCKT-00390,2025-08-28 06:00:00,Low,Incident,B2B App,L1,Resolved,2,4,2025-08-28 10:00:00,False
TCKT-01145,2025-08-28 06:00:00,Low,Incident,Access Management,L3,Resolved,2,18,2025-08-29 00:00:00,False
TCKT-00577,2025-08-28 12:00:00,Medium,Request,Reporting,L1,In Progress,1,38,,False
TCKT-00261,2025-08-28 18:00:00,Medium,Request,Reporting,L1,Resolved,3,36,2025-08-30 06:00:00,False
TCKT-00111,2025-08-29 00:00:00,Medium,Incident,Access Management,L2,Resolved,1,48,2025-08-31 00:00:00,False
TCKT-00297,2025-08-29 06:00:00,Low,Incident,B2B App,L1,Closed,1,14,2025-08-29 20:00:00,False
TCKT-00984,2025-08-30 12:00:00,Low,Incident,CRM,L1,Closed,2,7,2025-08-30 19:00:00,False
TCKT-00561,2025-08-30 18:00:00,Medium,Incident,Access Management,L2,Closed,2,15,2025-08-31 09:00:00,False
TCKT-00953,2025-08-31 00:00:00,High,Request,CRM,L1,In Progress,5,17,,False
TCKT-00434,2025-08-31 06:00:00,Medium,Incident,Reporting,L1,Open,5,48,,False
TCKT-00557,2025-08-31 12:00:00,Medium,Request,Sales Tool,L1,Resolved,1,33,2025-09-01 21:00:00,False
TCKT-00563,2025-08-31 18:00:00,High,Request,Reporting,L1,Closed,2,62,2025-09-03 08:00:00,False
TCKT-00319,2025-08-31 18:00:00,Medium,Incident,Reporting,L2,Resolved,2,29,2025-09-01 23:00:00,False
TCKT-00148,2025-09-01 00:00:00,Medium,Request,CRM,L1,Resolved,1,25,2025-09-02 01:00:00,False
TCKT-00029,2025-09-01 18:00:00,Medium,Incident,Access Management,L1,Resolved,3,20,2025-09-02 14:00:00,False
TCKT-01177,2025-09-01 18:00:00,Low,Incident,Sales Tool,L1,Resolved,5,4,2025-09-01 22:00:00,False
TCKT-00451,2025-09-02 06:00:00,High,Incident,Access Management,L2,Closed,2,59,2025-09-04 17:00:00,False
TCKT-00287,2025-09-03 00:00:00,High,Incident,Reporting,L1,Resolved,1,41,2025-09-04 17:00:00,False
TCKT-01187,2025-09-03 00:00:00,Critical,Incident,B2B App,L1,Resolved,2,47,2025-09-04 23:00:00,False
TCKT-01120,2025-09-03 00:00:00,Medium,Incident,Sales Tool,L1,In Progress,4,48,,False
TCKT-00180,2025-09-03 06:00:00,Medium,Incident,Reporting,L1,Open,5,25,,False
TCKT-00946,2025-09-03 12:00:00,Low,Incident,Sales Tool,L2,Closed,1,24,2025-09-04 12:00:00,False
TCKT-00679,2025-09-03 18:00:00,Low,Incident,Access Management,L1,Closed,1,13,2025-09-04 07:00:00,False
TCKT-00667,2025-09-03 18:00:00,Low,Request,B2B App,L2,Closed,3,19,2025-09-04 13:00:00,False
TCKT-00927,2025-09-04 00:00:00,High,Incident,B2B App,L3,Closed,3,12,2025-09-04 12:00:00,False
TCKT-01014,2025-09-04 18:00:00,High,Incident,CRM,L1,Resolved,5,62,2025-09-07 08:00:00,False
TCKT-00995,2025-09-05 06:00:00,Medium,Incident,Access Management,L1,Closed,2,31,2025-09-06 13:00:00,False
TCKT-00646,2025-09-05 06:00:00,High,Request,Access Management,L1,Closed,3,46,2025-09-07 04:00:00,False
TCKT-01199,2025-09-05 06:00:00,Medium,Incident,Reporting,L1,Resolved,5,8,2025-09-05 14:00:00,False
TCKT-00347,2025-09-05 18:00:00,Medium,Incident,Access Management,L1,Closed,4,21,2025-09-06 15:00:00,False
TCKT-00928,2025-09-06 00:00:00,Critical,Incident,B2B App,L2,Resolved,4,30,2025-09-07 06:00:00,False
TCKT-00867,2025-09-06 00:00:00,Low,Request,Access Management,L1,Resolved,5,13,2025-09-06 13:00:00,False
TCKT-00283,2025-09-06 00:00:00,High,Request,CRM,L1,Closed,4,40,2025-09-07 16:00:00,False
TCKT-00339,2025-09-06 00:00:00,Low,Incident,Access Management,L2,Closed,5,23,2025-09-06 23:00:00,False
TCKT-00065,2025-09-06 18:00:00,Medium,Incident,Reporting,L1,Closed,1,44,2025-09-08 14:00:00,False
TCKT-00618,2025-09-07 00:00:00,Low,Incident,Sales Tool,L1,Open,3,20,,False
TCKT-00383,2025-09-07 00:00:00,High,Incident,Sales Tool,L2,Closed,4,29,2025-09-08 05:00:00,False
